acc f1 gmulti gmacro
0.9629629629629629 0.9628482972136223 0.9614997135382722 0.9721781295116064
1.0 1.0 1.0 1.0
1.0 1.0 1.0 1.0
1.0 1.0 1.0 1.0
1.0 1.0 1.0 1.0
0.9583333333333334 0.9581699346405229 0.9564655913861946 0.9686939947968892
1.0 1.0 1.0 1.0
1.0 1.0 1.0 1.0
1.0 1.0 1.0 1.0
1.0 1.0 1.0 1.0
