acc f1 gmulti gmacro
0.7318501170960188 0.6577827685658173 0.6104010481249631 0.8116787876685206
0.7247058823529412 0.68209463776806 0.5994739098241039 0.8288406794126627
0.7337278106508875 0.7087690477231338 0.6393269820950227 0.8364811973182397
0.7021276595744681 0.6784395369658095 0.5729314157032487 0.8224861702053224
0.7656804733727811 0.7281908738077582 0.6830599928220044 0.8554391218498206
0.7378410438908659 0.7150423712972865 0.6578847600832896 0.8428733462350798
0.7377830750893921 0.7153071102156568 0.6388371694652061 0.8463515413482368
0.7296650717703349 0.6889257166663152 0.6130870057308124 0.8331372857688446
0.7260765550239234 0.6595547102078575 0.5111530892104117 0.8188615220621306
0.7472924187725631 0.6930915953785647 0.6140430043445808 0.836311835020174
