acc f1 gmulti gmacro
0.7318501170960188 0.6577827685658173 0.6104010481249631 0.8116787876685206
0.7255594817432274 0.6823172767283392 0.599867788533567 0.82896813715859
0.7336504161712247 0.7078756628525457 0.6378305287623477 0.8358613652359264
0.7021276595744681 0.6784395369658095 0.5729314157032487 0.8224861702053224
0.7654028436018957 0.727825422967924 0.6824824836036324 0.8552191071798196
0.7378410438908659 0.7150423712972865 0.6578847600832896 0.8428733462350798
0.7386634844868735 0.7161462952653681 0.6404840576951107 0.846775028138511
0.7296650717703349 0.6889257166663152 0.6130870057308124 0.8331372857688446
0.7260765550239234 0.6595547102078575 0.5111530892104117 0.8188615220621306
0.7469879518072289 0.6926657781719255 0.613317342945314 0.8360505040732668
