acc f1 gmulti gmacro
0.9894982497082847 0.9859442494671263 0.9880357413768506 0.9910490335684424
0.9835873388042204 0.9814560751592044 0.9750105843503993 0.9824980992049356
0.994131455399061 0.9935636592723207 0.9913942866565386 0.9938852461352734
0.9905992949471211 0.9932302405498282 0.993218723041098 0.9936969292241458
0.9964622641509434 0.9952078854440857 0.993007608950697 0.9954250214322975
0.9952662721893492 0.9965893825997453 0.9965669079013684 0.9968110286452901
0.9928656361474435 0.994856946427627 0.9948218075909028 0.9951928379340831
0.986904761904762 0.9861282896997183 0.9861664768380453 0.9891948528270117
0.9904648390941597 0.9908984720660229 0.988699553166917 0.9913922538333723
0.9940191387559809 0.9956863815214182 0.9956667101925992 0.9959763252946352
