acc f1 gmulti gmacro
0.9498249708284714 0.9371826751270813 0.943457515031814 0.9682488495737483
0.9378663540445487 0.9301967071036535 0.9381520505911608 0.9642464864096464
0.9448356807511737 0.9326387687416485 0.9335654863383721 0.9633030157694611
0.936545240893067 0.9214725911447527 0.9250595238808138 0.9580629879036751
0.9575471698113207 0.9503702176698814 0.9527906325626219 0.9734225563266136
0.9443786982248521 0.9362982519503023 0.9382911903910869 0.9655331409134311
0.9417360285374554 0.9336717827249107 0.9370683608722737 0.9645600606269168
0.9321428571428572 0.9232848831011046 0.9345855109276838 0.9620411821210176
0.9356376638855781 0.9171273917706971 0.9231540138314631 0.9572027957356386
0.9401913875598086 0.9319302695334706 0.942459451141267 0.9669767465840602
