acc f1 gmulti gmacro
0.4258373205741627 0.4191725275573595 0.41156331964569204 0.551695274798596
0.4 0.39529290861689176 0.38883171670555583 0.5285868525803148
0.36585365853658536 0.3587865291451789 0.3514747765391652 0.5035305100270466
0.2727272727272727 0.2660625378678117 0.25193942870737607 0.4157578637738054
0.4672897196261682 0.4680149958030686 0.46697567251721483 0.5853903127038468
0.3883495145631068 0.3887652699629869 0.3875860047146263 0.5194141658404999
0.39408866995073893 0.3732042524612184 0.345444247795741 0.5249053090424607
0.41116751269035534 0.4093062277468149 0.4056258096735996 0.5386370767151681
0.3526570048309179 0.2966122463198486 0.15721616098409077 0.5002008702274849
0.4461538461538462 0.44376176551559926 0.43828952409831073 0.5669651596058467
