acc f1 gmulti gmacro
0.7301401869158879 0.6572778844259479 0.6095654025233632 0.811423657178575
0.7221570926143025 0.6811073457501295 0.5981600241626338 0.8280415351134719
0.7338044758539458 0.7098676374897283 0.6415920351081749 0.8371411700482458
0.7012987012987013 0.6779141010928694 0.5724018876357584 0.8219415973244808
0.7665094339622641 0.7292327491834344 0.6846488191900241 0.8560643781742909
0.7372781065088757 0.7152457779429531 0.6582668213519448 0.8429759884894158
0.736904761904762 0.7150829281525689 0.6384234084556852 0.84627476869121
0.7297619047619047 0.689917596617737 0.6158456767136151 0.8334707193499101
0.7243436754176611 0.6593335478280014 0.5104866159737196 0.8188134644803361
0.7476076555023924 0.6941048605160829 0.61603786887343 0.8367274711304014
