acc f1 gmulti gmacro
0.7327080890973037 0.6584517732277235 0.612510350256944 0.8119709537270641
0.7254437869822485 0.6786069177135459 0.5936281134965837 0.8266444376884554
0.7358943577430972 0.7085042764740633 0.6385275552401689 0.8364615456252812
0.7105263157894737 0.684210247339311 0.5800913012639556 0.8250477719372014
0.7649164677804295 0.7247483403841732 0.6743282912227986 0.8533809166373367
0.7404761904761905 0.7157900274096922 0.6591591364648818 0.8433393585051193
0.7395459976105138 0.71661570877826 0.6408935804928473 0.846994966367944
0.7302158273381295 0.6894820732820603 0.6128041136011936 0.8332422218423408
0.7286914765906363 0.6610160658504629 0.513903496348722 0.8196765868436873
0.7493946731234867 0.6962443629451297 0.619745482163592 0.8378568481407664
