acc f1 gmulti gmacro
0.9553466509988249 0.9460644010343716 0.9501893929425957 0.9718506631969115
0.9454976303317536 0.9367258133717374 0.9447016371732435 0.9683784988707091
0.9469964664310954 0.9342142689167289 0.9340038051896256 0.9637496423775379
0.936545240893067 0.9214725911447527 0.9250595238808138 0.9580629879036751
0.9609467455621302 0.9551188995044528 0.9558266886185262 0.9752852048433768
0.9477434679334917 0.939891979553127 0.9447485413088138 0.9689722619096058
0.9439809296781884 0.934720104247324 0.9379133305811903 0.965235158832918
0.9354838709677419 0.927243489631895 0.9387236429888491 0.9644589563455772
0.9389221556886228 0.9201261677417542 0.9245731818967445 0.95823381522053
0.9412470023980816 0.9333370130205022 0.942833145600384 0.9672553738165296
