acc f1 gmulti gmacro
0.8598949211908932 0.6474266604094359 0.7387447665760694 0.8055270017486361
0.8738404452690167 0.6868178299942189 0.6633259958562311 0.8357426235074966
0.8677536231884058 0.7164339035436014 0.7092051724760432 0.8653736989946882
0.8701298701298701 0.6895200915785485 0.6188527612091034 0.8360811246183161
0.8653500897666068 0.7148256627982036 0.6398015397261209 0.8434605459323181
0.8602540834845736 0.6972485644348135 0.6931372588879694 0.8323655246474947
0.8695652173913043 0.710417254517372 0.7906112408280831 0.8525015878568076
0.8654205607476636 0.7055510974403933 0.6600353422759695 0.8390856197978351
0.8761726078799249 0.6387138499266646 0.6906585858013504 0.812922760278816
0.8669001751313485 0.7281157544978971 0.7131745518589453 0.8602401572705971
