acc f1 gmulti gmacro
0.9549356223175965 0.6580317982456141 0.8295344061265838 0.8160127923801552
0.9662162162162162 0.6552137930097113 0.9143129990292403 0.8171245883153906
0.9475982532751092 0.7274941509781965 0.8126165726011844 0.8574612220367347
0.9583333333333334 0.656644880174292 0.7850953817383474 0.813230421101964
0.9683257918552036 0.7672778202189967 0.7915434333081368 0.8742380456113935
0.9512195121951219 0.7021322730207731 0.8547989117773592 0.8447578138716014
0.941304347826087 0.7322483660130719 0.8010201860086579 0.8544302107396381
0.9527186761229315 0.7564938364938365 0.9260330992331077 0.8843088727155709
0.9681093394077449 0.6849198113207547 0.8677235431544191 0.8352657151615274
0.9414225941422594 0.6604586911531316 0.7644216300368856 0.8301827132825949
