acc f1 gmulti gmacro
0.7806788511749347 0.6802108516132207 0.642289081792907 0.8285823577200782
0.778236914600551 0.6662544087223482 0.6013718196574845 0.8239537335711078
0.8142235123367199 0.7138589449765685 0.6366915630493856 0.8443434280532957
0.8044117647058824 0.6944370871190316 0.5518081800434316 0.8368401974557366
0.8098495212038304 0.7277065838586023 0.6605752565497937 0.8545134809113988
0.8022440392706872 0.7090571061493424 0.6222932851509414 0.840515543309944
0.7858117326057299 0.7178510974259813 0.6473439333960069 0.8503117041362706
0.7902777777777777 0.7049139760067076 0.683814809083947 0.8440523522851073
0.7940340909090909 0.6494555865038955 0.5414363292261067 0.8180228147687083
0.7822045152722443 0.6896047974940357 0.6464841932756218 0.8385127407853957
