acc f1 gmulti gmacro
0.5858585858585859 0.4739288307915759 0.4508898714992068 0.6090872839316506
0.6326530612244898 0.44071895424836605 0.3035161332280248 0.61711022058982
0.6326530612244898 0.5119358680388916 0.5050654678359875 0.6809242428183392
0.7142857142857143 0.5859103664805091 0.5527243880143492 0.6970360859188687
0.6938775510204082 0.5768713040771863 0.5627119986408275 0.7353934592752153
0.673469387755102 0.5576181508384898 0.5598113698142824 0.6998150939674067
0.6458333333333334 0.5258852258852259 0.516123257387773 0.6720469496110413
0.6979166666666666 0.5619318952652286 0.5149257513278291 0.7033300174785708
0.7395833333333334 0.5836139169472503 0.5400830906549342 0.7233728579945694
0.65625 0.5230695230695231 0.5086223840955505 0.6838863010091006
