0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,,
91.11174164958615,0.059016070185627864,2.8019329534645676,0.021259031638933806,1.4454093355210627,0.025188515533960825,0.01625570764875526,0.07907625501740963,0.0004917387883556255,0.007931046202270524,4.398617598610367,0.020936256789371,0.0072086920949540525,0.0026193142394735757,0.002315834678729034,0,BENIGN
20.361601087002054,65.12447687996203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.513922033035906,0.0,0.0,0.0,0.0,1,Bot
8.659752274074423,0.0,91.21288709990367,0.014619786308272615,0.09787720904044843,0.0,0.0,0.0,0.0,0.0,0.014863630673196057,0.0,0.0,0.0,0.0,2,DDoS
0.6969771966646852,0.0,0.03913281973707995,98.435646783679,0.6822307724227936,0.0779282376958905,0.0,0.0,0.0,0.0,0.00975609756097561,0.0,0.0,0.0486193543754906,0.009708737864077669,3,DoSGoldenEye
0.49825238647978215,0.0,0.021425533664463717,0.0005418879375745096,99.47193129723216,0.0,0.0005428292259255238,0.000548516263507213,0.0,0.0,0.005115196573845479,0.0005462093074065982,0.0005462093074065982,0.0005499340079190497,0.0,4,DoSHulk
0.8464310493748496,0.0,0.05639097744360901,0.07529416762244594,0.0,98.60799597864718,0.3762938419495065,0.0,0.0,0.0,0.018796992481203006,0.018796992481203006,0.0,0.0,0.0,5,DoSSlowhttptest
3.4787025238340994,0.0,0.0,0.0,0.03531443247556353,0.14050539793048228,92.43372686770823,0.017605633802816902,0.0,0.0,3.8941451442487973,0.0,0.0,0.0,0.0,6,DoSslowloris
17.76030940570716,0.0,0.0,0.0,0.014771048744460858,0.0,0.0,82.09559506281258,0.0,0.0,0.12932448273578753,0.0,0.0,0.0,0.0,7,FTP-Patator
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8,Heartbleed
46.66666666666666,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,50.83333333333333,0.0,0.0,0.0,0.0,0.0,9,Infiltration
0.618662321575901,0.0,0.0054887656574516405,0.0,0.06029896178254033,0.0,0.0012944983818770225,0.0,0.0,0.0,99.313579457199,0.000675995403231258,0.0,0.0,0.0,10,PortScan
23.647307535770167,0.0,0.0,0.0,2.8193221097273296,0.0,0.0,0.04052319214473506,0.0,0.0,10.586815960418228,62.90603120193954,0.0,0.0,0.0,11,SSH-Patator
14.964368161806817,0.0,0.0,0.0,0.7806549885757808,0.0,0.0,0.0,0.2564102564102564,0.0,5.046178596178596,0.8163265306122449,66.25799271159335,0.0,11.87806875482295,12,WebAttackBruteForce
31.666666666666664,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,43.33333333333333,0.0,13,WebAttackSqlInjection
13.567670817670816,0.0,0.0,0.0,7.202088452088452,0.0,0.2702702702702703,0.0,0.0,0.0,0.0,0.7407407407407407,49.688251188251186,0.0,28.53097853097853,14,WebAttackXSS
